0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-9.98,-9.94,-9.9,-9.86,-9.82,-9.78,-9.74,-9.7,-9.66,-9.620000000000001,-9.58,-9.54,-9.5,-9.46,-9.42,-9.379999999999999,-9.34,-9.3,-9.26,-9.22,-9.18,-9.14,-9.1,-9.06,-9.02,-8.98,-8.94,-8.9,-8.86,-8.82,-8.78,-8.74,-8.7,-8.66,-8.620000000000001,-8.58,-8.54,-8.5,-8.46,-8.42,-8.379999999999999,-8.34,-8.3,-8.26,-8.22,-8.18,-8.14,-8.1,-8.06,-8.02,-11.779843471647789
1,-9.98,-9.94,-9.9,-9.86,-9.82,-9.78,-9.74,-9.7,-9.66,-9.620000000000001,-9.58,-9.54,-9.5,-9.46,-9.42,-9.379999999999999,-9.34,-9.3,-9.26,-9.22,-9.18,-9.14,-9.1,-9.06,-9.02,-8.98,-8.94,-8.9,-8.86,-8.82,-8.78,-8.74,-8.7,-8.66,-8.620000000000001,-8.58,-8.54,-8.5,-8.46,-8.42,-8.379999999999999,-8.34,-8.3,-8.26,-8.22,-8.18,-8.14,-8.1,-8.06,-8.02,-11.779843471647789
2,-14.900000000000002,-14.779999999999998,-14.580000000000002,-14.419999999999998,-14.22,-14.099999999999998,-13.9,-13.779999999999998,-13.58,-13.420000000000002,-13.22,-13.1,-12.9,-12.78,-12.58,-12.459999999999997,-12.3,-12.180000000000001,-11.98,-11.900000000000002,-11.7,-11.580000000000004,-11.459999999999999,-11.340000000000002,-11.259999999999998,-11.100000000000001,-11.019999999999998,-10.9,-10.779999999999998,-10.660000000000002,-10.579999999999998,-10.46,-10.419999999999998,-10.26,-10.180000000000003,-10.100000000000001,-9.940000000000001,-9.9,-9.740000000000004,-9.66,-9.5,-9.38,-9.260000000000002,-9.06,-8.940000000000001,-8.74,-8.580000000000002,-8.459999999999999,-8.260000000000002,-8.099999999999998,-14.13276199217405
2,-14.900000000000002,-14.779999999999998,-14.580000000000002,-14.419999999999998,-14.22,-14.099999999999998,-13.9,-13.779999999999998,-13.58,-13.420000000000002,-13.22,-13.1,-12.9,-12.78,-12.58,-12.459999999999997,-12.3,-12.180000000000001,-11.98,-11.900000000000002,-11.7,-11.580000000000004,-11.459999999999999,-11.340000000000002,-11.259999999999998,-11.100000000000001,-11.019999999999998,-10.9,-10.779999999999998,-10.660000000000002,-10.579999999999998,-10.46,-10.419999999999998,-10.26,-10.180000000000003,-10.100000000000001,-9.940000000000001,-9.9,-9.740000000000004,-9.66,-9.5,-9.38,-9.260000000000002,-9.06,-8.940000000000001,-8.74,-8.580000000000002,-8.459999999999999,-8.260000000000002,-8.099999999999998,-14.13276199217405
3,-20.840000000000003,-20.6,-20.28,-19.999999999999996,-19.68,-19.439999999999998,-19.119999999999997,-18.879999999999995,-18.56,-18.280000000000005,-17.96,-17.72,-17.4,-17.159999999999997,-16.84,-16.599999999999994,-16.32,-16.080000000000002,-15.76,-15.560000000000004,-15.239999999999998,-15.000000000000005,-14.759999999999998,-14.520000000000003,-14.319999999999997,-14.040000000000003,-13.839999999999996,-13.600000000000001,-13.359999999999996,-13.120000000000003,-12.919999999999996,-12.680000000000001,-12.519999999999996,-12.24,-12.040000000000006,-11.840000000000002,-11.559999999999999,-11.4,-11.120000000000006,-10.92,-10.639999999999997,-10.4,-10.160000000000004,-9.84,-9.600000000000003,-9.28,-9.000000000000004,-8.759999999999998,-8.440000000000003,-8.159999999999997,-16.948638808036286
3,-20.840000000000003,-20.6,-20.28,-19.999999999999996,-19.68,-19.439999999999998,-19.119999999999997,-18.879999999999995,-18.56,-18.280000000000005,-17.96,-17.72,-17.4,-17.159999999999997,-16.84,-16.599999999999994,-16.32,-16.080000000000002,-15.76,-15.560000000000004,-15.239999999999998,-15.000000000000005,-14.759999999999998,-14.520000000000003,-14.319999999999997,-14.040000000000003,-13.839999999999996,-13.600000000000001,-13.359999999999996,-13.120000000000003,-12.919999999999996,-12.680000000000001,-12.519999999999996,-12.24,-12.040000000000006,-11.840000000000002,-11.559999999999999,-11.4,-11.120000000000006,-10.92,-10.639999999999997,-10.4,-10.160000000000004,-9.84,-9.600000000000003,-9.28,-9.000000000000004,-8.759999999999998,-8.440000000000003,-8.159999999999997,-16.948638808036286
4,-20.780000000000005,-20.420000000000005,-19.979999999999997,-19.579999999999995,-19.14,-18.78,-18.339999999999993,-17.979999999999993,-17.54,-17.140000000000008,-16.699999999999996,-16.339999999999996,-15.899999999999999,-15.54,-15.100000000000001,-14.739999999999991,-14.34,-13.980000000000004,-13.54,-13.220000000000006,-12.779999999999998,-12.420000000000007,-12.059999999999997,-11.700000000000005,-11.379999999999995,-10.980000000000004,-10.699999999999996,-10.340000000000002,-10.099999999999994,-9.940000000000003,-9.939999999999996,-9.660000000000002,-9.779999999999994,-9.540000000000001,-9.700000000000008,-9.540000000000001,-9.42,-9.299999999999999,-9.220000000000006,-9.42,-9.299999999999997,-9.14,-9.060000000000004,-8.98,-8.940000000000001,-8.899999999999999,-8.740000000000004,-8.619999999999997,-8.420000000000003,-8.179999999999996,-15.968928290096894
4,-20.780000000000005,-20.420000000000005,-19.979999999999997,-19.579999999999995,-19.14,-18.78,-18.339999999999993,-17.979999999999993,-17.54,-17.140000000000008,-16.699999999999996,-16.339999999999996,-15.899999999999999,-15.54,-15.100000000000001,-14.739999999999991,-14.34,-13.980000000000004,-13.54,-13.220000000000006,-12.779999999999998,-12.420000000000007,-12.059999999999997,-11.700000000000005,-11.379999999999995,-10.980000000000004,-10.699999999999996,-10.340000000000002,-10.099999999999994,-9.940000000000003,-9.939999999999996,-9.660000000000002,-9.660000000000002,-9.540000000000001,-9.540000000000001,-9.540000000000001,-9.42,-9.299999999999999,-9.220000000000006,-9.220000000000006,-9.299999999999997,-9.14,-9.060000000000004,-8.98,-8.940000000000001,-8.899999999999999,-8.740000000000004,-8.619999999999997,-8.420000000000003,-8.179999999999996,-15.961987623554947
