,,,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
,,,0,0,-10,-10,10,10,-20,-20,0,0,20,20,-30,-30,-10,-10,10,10,30,30,-40,-40,-20,-20,0,0,20,20,40,40,-50,-50,-30,-30,-10,-10,10,10,30,30,50,50
,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
27052023164502,5,300,0.0,-1.9086568522548157,-13.36876407200618,-16.802763786035133,8.912509381337456,5.626928773007112,-25.826749779952046,-22.653743345981574,0.0,-7.197562935460462,17.217833186634675,14.139333878600839,-37.96264389011897,-33.197521645876165,-13.36876407200618,-12.577512695200467,8.912509381337456,5.569292627434805,25.30842926007928,23.49524017048271,-49.893991741014894,-47.10695874157703,-25.826749779952046,-22.45616620994106,0.0,-2.366594612697295,17.217833186634675,14.381224756772465,33.262661160676586,30.34801636992418,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023173432,6,300,0.0,-2.366594612697295,-13.36876407200618,-16.941999296483072,8.912509381337456,8.668348434854321,-25.826749779952046,-27.912303332139665,0.0,-2.1840753897348635,17.217833186634675,15.900413941992719,-37.96264389011897,-32.99761432884551,-13.36876407200618,-12.347300746381816,8.912509381337456,5.328221991325084,25.30842926007928,23.850265635093002,-49.893991741014894,-47.20188218564664,-25.826749779952046,-22.698692995289303,0.0,-2.299757440874668,17.217833186634675,14.370139527695104,33.262661160676586,30.46420512525126,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023182350,7,300,0.0,-1.972868433793662,-13.36876407200618,-16.426374287985805,8.912509381337456,5.603853050881693,-25.826749779952046,-27.649533914711288,0.0,-2.167671650774589,17.217833186634675,14.336949573962386,-37.96264389011897,-32.66788756857938,-13.36876407200618,-12.17761209589209,8.912509381337456,5.848223490446082,25.30842926007928,23.761240273836712,-49.893991741014894,-46.74219493909551,-25.826749779952046,-22.931443191011066,0.0,-2.2499892205322714,17.217833186634675,14.237879419481462,33.262661160676586,30.485406555054126,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023191239,8,300,0.0,-2.266545781387219,-13.36876407200618,-17.397066192278967,8.912509381337456,5.824708125801367,-25.826749779952046,-27.480632442264707,0.0,-2.1186291118282607,17.217833186634675,14.117476551440221,-37.96264389011897,-33.304391805511386,-13.36876407200618,-12.245875346022524,8.912509381337456,5.4773629167982465,25.30842926007928,22.5153115814782,-49.893991741014894,-47.03217219719677,-25.826749779952046,-22.736852235890208,0.0,-2.0212446621244453,17.217833186634675,14.370139527695104,33.262661160676586,30.221621197832988,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023200113,9,300,0.0,-4.613380784847981,-13.36876407200618,-9.959484062047629,8.912509381337456,5.661603857906831,-25.826749779952046,-27.749594761123536,0.0,-2.299757440874668,17.217833186634675,14.39232159373486,-37.96264389011897,-33.245117442533804,-13.36876407200618,-12.283465215862503,8.912509381337456,5.5462828864433344,25.30842926007928,23.660087887290317,-49.893991741014894,-47.14473098007109,-25.826749779952046,-22.87237489009497,0.0,-2.3331051546939627,17.217833186634675,14.34800232790325,33.262661160676586,30.549209814985595,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023205018,10,300,0.0,-4.799516526598454,-13.36876407200618,-9.562203419786341,8.912509381337456,5.351178037142581,-25.826749779952046,-28.234195553123147,0.0,-2.2499892205322714,17.217833186634675,14.303849989252805,-37.96264389011897,-33.284782210222296,-13.36876407200618,-12.131441583350066,8.912509381337456,5.603853050881693,25.30842926007928,23.61098876496309,-49.893991741014894,-46.81341174391663,-25.826749779952046,-22.566964015351907,0.0,-2.3331051546939627,17.217833186634675,14.237879419481462,33.262661160676586,30.34801636992418,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
27052023213918,11,300,0.0,-2.0536083264718363,-13.36876407200618,-16.092405350724466,8.912509381337456,5.836458068970352,-25.826749779952046,-27.957466684388024,0.0,-2.233464583115764,17.217833186634675,14.381224756772465,-37.96264389011897,-33.933419731059885,-13.36876407200618,-12.635980565889264,8.912509381337456,5.626928773007112,25.30842926007928,23.42831826201295,-49.893991741014894,-46.777703725156314,-25.826749779952046,-22.548367327092,0.0,-1.972868433793662,17.217833186634675,14.183085844591622,33.262661160676586,30.263752452662324,-61.67551195701674,-61.67551195701674,-37.96264389011897,-37.96264389011897,-13.36876407200618,-13.36876407200618,8.912509381337456,8.912509381337456,25.30842926007928,25.30842926007928,41.11700797134443,41.11700797134443
