,,,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
,,,0,0,-10,-10,10,10,-20,-20,0,0,20,20,-30,-30,-10,-10,10,10,30,30,-40,-40,-20,-20,0,0,20,20,40,40,-50,-50,-30,-30,-10,-10,10,10,30,30,50,50
,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
27052023164502,5,300,-0.1359805079664944,-4.526859054054624,-12.412619187822777,-16.84951702874597,8.80079727905464,5.000800814430849,-25.11849505601546,-20.472233061104646,-0.10596952401194293,-5.448096909107432,17.22898384147059,13.49591287950237,-37.09894266464272,-33.11521423839303,-12.38906045689659,-11.467640906582268,8.581423588699142,5.299065871323707,25.078772288817937,16.713649510810615,-48.7380032555998,-46.92737425471721,-25.699258511222034,-21.39602875603379,-0.1638647595717342,-2.075224164661137,17.507202367922915,11.86518476951675,32.92179352162899,38.576271195628635,-61.387600799146114,-61.387600799146114,-37.06937067155364,-37.06937067155364,-12.071446852147766,-12.071446852147766,9.066449729888564,9.066449729888564,25.143243153009546,25.143243153009546,40.81491652384565,40.81491652384565
27052023173432,6,300,-0.1260294930950253,-7.010384057171197,-12.40144295913536,-16.86772013758505,9.099266319372331,6.548225868751154,-25.478706522314255,-23.368949705225294,-0.16736436568434548,-5.356519990338423,17.176552873626076,18.307792849363956,-37.54569413322356,-33.33489268910254,-12.76982368423341,-13.33346441031383,8.683080260271783,4.706741748484743,25.143243153009546,26.616481025072154,-49.57115666651298,-47.12578086282749,-24.622307395971003,-21.7101927373506,-0.1458934757096072,-2.3821154464044048,17.694663680874463,11.019877146991663,33.05126698066646,36.04460256149862,-60.79581988718737,-60.79581988718737,-37.10210151244739,-37.10210151244739,-12.571396478976027,-12.571396478976027,9.345338255521838,9.345338255521838,25.20117493174874,25.20117493174874,40.90813210157006,40.90813210157006
27052023182350,7,300,-0.16617755599303924,-1.8906699868882297,-12.516453327441507,-16.494734767926225,9.211094282613052,5.331760621909878,-24.712693286355993,-23.45750809669559,-0.18249120616333558,-5.4548590201211,17.18474465802926,14.12752401088447,-37.21454005720416,-31.96258556528788,-12.72105349583149,-13.340540522414292,8.54341581941088,4.35458121399923,25.42674666359444,24.510797981898637,-49.25891346536174,-45.5204377451497,-25.768588062817425,-22.948642009698744,-0.17671359103878492,-1.8789261128009773,17.327668229057736,15.006647324289368,33.10009676304905,37.01359331597338,-60.93292430566494,-60.93292430566494,-37.09052665891605,-37.09052665891605,-12.789001737043336,-12.789001737043336,9.381014887708941,9.381014887708941,25.20117493174874,25.20117493174874,40.73261811671322,40.73261811671322
27052023191239,8,300,-0.06462499756140999,-2.01243729150666,-13.368764072006012,-17.972917193301956,9.311624884731602,5.717813361173136,-25.17818232814673,-23.42519688110091,-0.16504239707059792,-6.3667861232396525,17.04871744259173,14.157436566786792,-37.16270365559428,-32.53418708644461,-12.959069470859163,-13.858115280836001,8.683080260271783,5.5697359990834965,25.455330357724783,22.841304259282918,-48.74085236899106,-45.96870634328644,-24.707606678964556,-22.441627350831048,-0.16251136898654167,-3.271979107912916,16.974962604744974,10.339446026317315,33.21125450969769,25.38293770381928,-60.837209600646396,-60.837209600646396,-37.84175390046535,-37.84175390046535,-12.694801759711817,-12.694801759711817,8.95363144891859,8.95363144891859,25.05145458828364,25.05145458828364,0.0,0.0
27052023200113,9,300,-0.11760429224595509,-4.689444212551928,-12.071446852146709,-9.72068838305381,9.251337227944129,5.138998879183502,-24.667070519972995,-26.587330731791603,-0.17066084045865465,-5.98155806473506,17.107854639870638,15.00575063831937,-37.09052665891605,-32.12262060754937,-12.720430725332097,-13.812406278538704,9.22510070461914,5.812974246295033,25.04780592550357,24.781127907693428,-49.588623829882124,-45.70364423434547,-25.699258511222034,-23.08739109093301,-0.06729571528610837,-2.536251670944887,17.594010513260628,9.174895226320146,32.95697025490561,40.03778387526631,-60.80545348714916,-60.80545348714916,-37.83571407297833,-37.83571407297833,-12.575463808781187,-12.575463808781187,8.92273329658339,8.92273329658339,24.96223536834898,24.96223536834898,40.7801483365565,40.7801483365565
27052023205018,10,300,-0.1586507720242597,-4.237039898091286,-12.212747388057469,-9.840068527482613,9.024796262442841,5.8712334827885915,-24.936066507972175,-26.637272855627828,-0.10596952401194526,-2.7488445353908233,17.19507374843149,14.520806757474922,-37.510234537695645,-32.503935506404545,-12.446663730446906,-13.246790440898303,9.066449729888571,5.962582810192658,25.078772288817937,22.69997957821494,-49.64286926369352,-45.603125307375706,-25.125227334109514,-22.33754812138013,-0.17439171599206482,-3.018474363806165,17.636626337477942,8.967738733237772,32.873700636356524,37.44617158670375,-61.07603991602766,-61.07603991602766,-36.87175583942208,-36.87175583942208,-12.789001737043336,-12.789001737043336,9.062751434610663,9.062751434610663,25.07314389605398,25.07314389605398,40.867009877450954,40.867009877450954
27052023213918,11,300,-0.1328909907993429,-2.920210175405469,-11.924053106531499,-16.308222979938666,9.329400835393605,5.7409508953746915,-24.991835936921955,-22.542478058800913,-0.09269413749380351,-6.271831945501692,17.244382698804237,13.63450933943005,-37.634960836872594,-31.61039304440762,-12.741316419899182,-13.161576280592676,9.405374416496127,5.334816370972506,25.284370118928877,24.542943389533256,-49.54617586438452,-46.48336714993892,-25.118495056015547,-21.641027556157596,-0.17006519367845396,-2.354315163169188,17.066442220355164,14.254039334232463,33.05126698066646,37.79642853714215,-60.837209600646396,-60.837209600646396,-37.04983116794789,-37.04983116794789,-12.521208502902223,-12.521208502902223,8.788019060070162,8.788019060070162,25.226386089281657,25.226386089281657,40.85664090017932,40.85664090017932
